CaseID;Document;Entities;Annotations;Context
Case1597;PFUN-FNEP-2014-eng-Federal-Nuclear-Emergency-Plan.pdf.txt;drugs; their health. We assess the safety of <B>drugs</B> and many consumer products, help improve the safety of food
Case1598;G129rev1_e.pdf.txt;safety systems blackout; permission from the Canadian Nuclear <B>Safety</B> Commission. Catalogue number: CC173-3/2-129-1E ISBN 0-662
Case1599;REGDOC-2-11-1-vol2-Management-of-Uranium-Mine-Waste-eng.pdf.txt;hazardous emission; level of <B>hazard</B>. Since all nuclear substances associated with licensed activities will eventually
Case1600;REGDOC-3-5-2-v2-Compliance-Enforcement-AMP-eng.pdf.txt;data protection; to carry on the activity that the licence will authorize ? has demonstrated that they will <B>protect</B>
Case1601;REGDOC1-4-1-licence-application-guide-class-II-nuclear-facilities-eng.pdf.txt;safety at work; of the Canadian Nuclear <B>Safety</B> Commission?s (CNSC) Class II Nuclear Facilities series of regulatory
Case1602;REGDOC-2-6-3-Fitness-for-Service-Aging-Management-eng.pdf.txt;external threat; requirements 4. <B>external</B> organizations, if/when required, for specific services related to aging
Case1603;REGDOC-2-11-1-Waste-Management-Volume-III-Safety-Case-Long-Term-Radioactive-Management-ver2-eng.pdf.txt;missing people; Waste Management, Version 2   10 Draft non-radiological impacts on <B>people</B> and the environment
Case1604;REGDOC-1_2_1__Guidance_on_Deep_Geological_Repository_Site_Characterization.pdf.txt;infrastructural threat; of the surface <B>infrastructure</B> could be affected by geotechnical properties of overburden materials
Case1605;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;privacy protection; <B>protection</B>. The guidance provided in this regulatory document does not supersede the requirements of any
Case1606;44019-G147E.pdf.txt;compliance; and others about significant health, safety or <B>compliance</B> issues that should be actedupon in a timely
Case1607;G206_e.pdf.txt;delay;-out for decommissioning purposes is not prevented, unduly <B>delayed</B>, or compromised for any reason
Case1608;REGDOC-2-9-1-Environmental-Principles-Assessments-and-Protection-Measures-eng.pdf.txt;low temperature; releases to the environment as <B>low</B> as reasonably achievable (ALARA), social and economic factors being
Case1609;REGDOC-3-5-2-v2-Compliance-Enforcement-AMP-eng.pdf.txt;electrical power blackout;: ? the Commission?s <B>powers</B> with respect to the AMPs program ? rules about violations  ? a review
Case1610;G206_e.pdf.txt;excessive number of injuries;; in particular, to pay for approved decommissioning activities, or to refund <B>excess</B> monies to the licensee
Case1611;REGDOC-1_2_1__Guidance_on_Deep_Geological_Repository_Site_Characterization.pdf.txt;hazardous emission; properties that provide adequate containment and isolation of radionuclides and <B>hazardous</B> substances from
Case1612;REGDOC-1-1-1-site-evaluation-and-site-preparation-eng.pdf.txt;death of many persons; on the environment and the health and safety of <B>persons</B> that may result from the activity
Case1613;REGDOC-2-10-1-Emergency-Management-and-Fire-Protection-vol2-draft-eng.pdf.txt;security regulations disregard; expectations for nuclear emergency preparedness and response for <B>regulated</B> activities under the Nuclear
Case1614;G273_e.pdf.txt;object throwing; time limits for compliance (subrule 33(1)) Raise any <B>objections</B>/problems with the order at this stage
Case1615;REGDOC-2-2-3-Initial-Certification-Examinations-eng.pdf.txt;object throwing; Knowledge <B>objectives</B> to develop topics related to radiological incidents and radiation emergencies
Case1616;REGDOC-1-1-1-site-evaluation-and-site-preparation-eng.pdf.txt;hazardous liquid emission;? fitness for duty; (e) the name, form, characteristics and quantity of any <B>hazardous</B> substances that may
Case1617;REGDOC-2-6-1-Reliability-Programs-for-Nuclear-Power-Plants-eng.pdf.txt;safety systems blackout; ..................................................................................4 3.1 Using systematic methods to identify and rank <B>systems</B> important to <B>safety</B>
Case1618;REGDOC-1-1-5-Supplemental-Information-for-Small-Modular-Reactor-Proponents-eng.pdf.txt;water blackout;] For the purposes of this document, the term SMR includes: ? <B>water</B>-cooled reactors (smaller than
Case1619;REGDOC-2-4-1-Deterministic-Safety-Analysis-eng.pdf.txt;structural analysis;     Deterministic Safety <B>Analysis</B>  Regulatory Document REGDOC-2.4.1   © Canadian Nuclear Safety Commission (CNSC
Case1620;REGDOC-1-1-2-Licence-Application-Guide-Construct-Nuclear-Power-Plant-eng.pdf.txt;excessive number of injuries;, the CNSC adopted a revised regulatory framework structure with a new system for naming and <B>numbering</B>
Case1621;REGDOC-1-6-1-Licence-Application-Guide-Nuclear-substances-and-Radiation-Devices-version2-eng.pdf.txt;excessive number of injuries;, the applicant must complete in full all relevant sections of the application. If the corporation <B>number</B> has
Case1622;REGDOC-2-13-2-version2-Import-and-Export-eng.pdf.txt;death of many persons;, which provides that ?Every <B>person</B> commits an offence who knowingly makes a false or misleading
Case1623;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;privacy protection; on that activity, make adequate provision for the <B>protection</B> of the environment, the health and safety of persons
Case1624;REGDOC-3-1-3-reporting-requirements-for-class-II-facilities-draft2-eng.pdf.txt;internal threat; and <B>international</B> practices addressing issues and elements that control and enhance nuclear safety
Case1625;REGDOC2-2-4-Fitness-for-Duty-Managing-Worker-Fatigue-eng.pdf.txt;privacy protection; shall ?comply with the measures established by the licensee to <B>protect</B> the environment
Case1626;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;fire alarm; 3.3.2.1  Evaluation of criticality <B>alarm</B> systems
Case1627;REGDOC-3-1-3-reporting-requirements-for-class-II-facilities-draft2-eng.pdf.txt;missing people; through drawings or pictures ? identify any further <B>missing</B> information and the date that the <B>missing</B>
Case1628;REGDOC-1-1-2-Licence-Application-Guide-Construct-Nuclear-Power-Plant-eng.pdf.txt;information channel blackout; <B>information</B>
Case1629;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;sickness of few persons; reasonable precautions to protect the environment and the health and safety of <B>persons</B>
Case1630;REGDOC-3-2-2-Aboriginal-Engagement-version-1.1-eng.pdf.txt;protection of minors; for the <B>protection</B> of the environment, the health and safety of persons and the maintenance
Case1631;REGDOC2-2-4-Fitness-for-Duty-Managing-Worker-Fatigue-eng.pdf.txt;hazardous gas emission; in depth  ? events causing radioactive releases and spills of <B>hazardous</B> substances, injuries
Case1632;REGDOC-3-5-1-Licensing-Process-for-Class-I-Nuclear-Facilities-and-Uranium-Mines-and-Mills-v2-eng.pdf.txt;sickness of many persons; documents that set out requirements and guidance that <B>many</B> applicants may use in preparing their licence
Case1633;REGDOC-2-7-3-Radiation-Protection-Guidelines-for-Safe-Handling-of-Decedents.pdf.txt;sickness of few persons; and members of the general public. These precautions are usually needed for the first <B>few</B> days to a <B>few</B>
Case1634;Pub1270_web.pdf;security concept structure;This Safety Guide deals with maintenance, periodic testing and inspectionfor all types of heterogeneous, thermal spectrum research reactor having apower rating of up to several tens of megawatts. Research reactors of higherpower, specialized reactors (e.g. homogeneous reactors, fast spectrum reactors) and reactors having specialized facilities (e.g. hot or cold neutron sources, highpressure and high temperature loops) may require additional guidance. Theguidance for power reactors, as provided in Ref. [2], may be more suitable forthese reactors.
Case1635;REGDOC-3-1-1-v2-Reporting-Requirements-for-Nuclear-Power-Plants-eng.pdf.txt;flood; The licensee shall report on: i. any situation or event (<B>flood</B>, fires, design basis earthquakes
Case1636;REGDOC-2-13-1-safeguards-and-nuclear-material-eng.pdf.txt;sickness of few persons; provision for the protection of the environment, the health and safety of <B>persons</B> and the maintenance
Case1637;REGDOC-1_2_1__Guidance_on_Deep_Geological_Repository_Site_Characterization.pdf.txt;protection of minors;  Radiation <B>protection</B> 2.8  Conventional health and safety 2.9  Environmental <B>protection</B> 2.10 Emergency
Case1638;G273_e.pdf.txt;parking vehicles; person(s)(specify) in respect of any facility, place, substance, <B>vehicle</B>, equipment orinformation
Case1639;REGDOC-3-1-1-v2-Reporting-Requirements-for-Nuclear-Power-Plants-eng.pdf.txt;falling hazard; occurrence that creates a <B>hazard</B> to the safe operation of the NPP, or to the health, safety
Case1640;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;information channel blackout;.......................................................... 25 9. Collection of Personal <B>Information</B>
Case1641;April-2013-REGDOC-2-12-2-Site-Access-Security-Clearance-eng.pdf.txt;sickness of many persons; the environment and the health and safety of <B>persons</B> and to maintain the security of nuclear facilities
Case1642;G-313_e.pdf.txt;weather incident;  REGULATORY GUIDE    <B>Radiation</B> Safety Training Programs for Workers Involved in Licensed
Case1643;REGDOC-3-5-4-Pre-Licensing-Review-eng.pdf.txt;hazardous liquid emission;) and internal and external <B>hazards</B> 11. Pressure boundary design 12. Fire protection 13. Radiation protection 14
Case1644;G206_e.pdf.txt;death of many persons; by the Beneficiary or by a <B>person</B> purporting to act on his behalf. 5.  The Bank will honour the demand
Case1645;G-313_e.pdf.txt;construction threat; to the environment or the health and safety of persons, (ii) a <B>threat</B> to the maintenance of security
Case1646;RD-367-Design-of-Small-Reactor-Facilities_e.pdf.txt;affected safety systems;.............................................................................. 24 7.12 <B>Safety</B> support <B>systems</B>
Case1647;REGDOC-2-14-1-vol2-Radiation-Protection-Programs-eng.pdf.txt;information channel blackout;..........................................................................................2 4. Risk-<B>Informed</B>
Case1648;G228_e.pdf.txt;privacy protection; of the radiation <B>protection</B> program) that typically has more serious consequences than when a lower action
Case1649;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;gas explosion;, production, operation or maintenance of a nuclear weapon or nuclear <B>explosive</B> device. qualified
Case1650;REGDOC-2-5-4-Design-of-Uranium-Mines-and-Mills-Ventilation-Systems-eng.pdf.txt;structural analysis; to be carried on, (iii) a plan showing the existing and planned <B>structures</B>, excavations and underground
Case1651;REGDOC-2-11-Framework-for-Radioactive-Waste-Management-eng.pdf.txt;death of many persons; of <B>persons</B>, to the environment and to national security. ? The assessment of future impacts of radioactive
Case1652;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;privacy protection; should be used inside an industrial radiography installation, to <B>protect</B> workers and minimize radiation
Case1653;REGDOC-2-10-1-Nuclear-Emergency-Preparedness-and-Response-v2-eng.pdf.txt;safety at work; or French, please contact: Canadian Nuclear <B>Safety</B> Commission 280 Slater Street P.O. Box 1046, Station
Case1654;REGDOC-1-1-2-Licence-Application-Guide-Construct-Nuclear-Power-Plant-eng.pdf.txt;object throwing; ...................................................................................................... 40 7.2 Safety <B>objectives</B> and acceptance criteria
Case1655;REGDOC-2-6-3-Fitness-for-Service-Aging-Management-eng.pdf.txt;data protection;, make adequate provision for the <B>protection</B> of the environment, the health and safety of persons
Case1656;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;hazardous liquid emission; of engineered controls (elimination of the <B>hazard</B>, use of shielding, distancing location of persons from
Case1657;REGDOC-3-5-3-Regulatory-Fundamentals-eng.pdf.txt;missing objects; .................................................................................................... 7 4.1 Dissemination of <B>objective</B> scientific, technical and regulatory information
Case1658;REGDOC-2-11-1-Waste-Management-Volume-I-Management-of-Radioactive-Waste-eng.pdf.txt;safety at work; <B>Safety</B> and Control Act (NSCA) and the regulations made under it are relevant to this document
Case1659;G129rev1_e.pdf.txt;low temperature; AND DOSES \"AS <B>LOW</B> AS REASONABLY ACHIEVABLE (ALARA)\"              Published by the Canadian Nuclear
Case1660;REGDOC-2-3-3-Periodic-Safety-Reviews-eng.pdf.txt;portable building;, <B>portable</B> emergency response RP equipment, and radiation personnel protective equipment.  A.3.4 Review
Case1661;RD-58_pdf_e.pdf.txt;damage to person; compounds and illustrates actions that may generate such compounds. 6.2 Other <B>Persons</B> Other <B>persons</B> who
Case1662;REGDOC-2-2-3-Personnel-Certification-Exposure-Device-Operators-March-2017.pdf.txt;affected safety systems; Nuclear <B>Safety</B> Commission 280 Slater Street P.O. Box 1046, Station B Ottawa, Ontario K1P 5S9 CANADA
Case1663;REGDOC-2-2-3-Initial-Certification-Examinations-eng.pdf.txt;weather incident; <B>malfunctions</B> as would be expected on the reference unit at the specific NPP.  10. determine when
Case1664;Pub1100_scr.pdf;weather incident;The monitored parameters may exceed the steady state range
Case1665;REGDOC-1-1-1-site-evaluation-and-site-preparation-eng.pdf.txt;water nearness; <B>Water</B> supply adequacy
Case1666;REGDOC-2-14-1-Information-Incorporated-by-Reference-in-Canada-Packaging-and-Transpor-of-Nuclear-Substances-Regulations-2015.pdf.txt;weather incident;. (2) The Commission may authorize a <B>designated</B> officer to (a) certify and decertify prescribed
Case1667;RD-367-Design-of-Small-Reactor-Facilities_e.pdf.txt;access restricted areas; to other information, ?the proposed measures to control <B>access</B> to the site of the activity
Case1668;REGDOC-1-1-5-Supplemental-Information-for-Small-Modular-Reactor-Proponents-eng.pdf.txt;falling hazard; <B>hazards</B> associated with the conduct of a proposed activity or facility and considers the effectiveness
Case1669;REGDOC-1-1-2-Licence-Application-Guide-Construct-Nuclear-Power-Plant-eng.pdf.txt;weather incident; states and operational configurations ............................... 15 5.2.9 Single <B>failure</B>
Case1670;REGDOC-2-7-2-Dosimetry-vol-I-ascertaining-occupational-dose-eng-draft.pdf.txt;human stampede; by <B>human</B>-made devices. April 2019 REGDOC-2.7.2, Dosimetry, Volume I: Ascertaining Occupational Dose
Case1671;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;structural analysis; system 2.2  Human performance management 2.3  Operating performance 2.4  Safety <B>analysis</B> 2.5
Case1672;Pub1100_scr.pdf;weather incident;event of malfunction of the control system or operator error
Case1673;REGDOC-2-5-2-Design-of-Reactor-Facilities-Nuclear-Power-Plants-eng.pdf.txt;electrical power blackout; .................................................................................... 119 8.9 <B>Electrical</B> <B>power</B> systems
Case1674;REGDOC-3-5-2-v2-Compliance-Enforcement-AMP-eng.pdf.txt;sickness of many persons; that <B>persons</B> implement corrective measures to restore compliance. The CNSC will take whatever action
Case1675;S260_e.pdf.txt;sickness of few persons;, the health and safety of <B>persons</B> and the maintenance of national security and measures required
Case1676;REGDOC-2-13-2-version2-Import-and-Export-eng.pdf.txt;compliance; performance at a regulated facility or activity, and establishes the basis for the CNSC?s <B>compliance</B> program
Case1677;REGDOC-2-3-3-Periodic-Safety-Reviews-eng.pdf.txt;weather incident; to be a requirement that can be aligned with licence renewals and form part of the licensing <B>basis</B>
Case1678;REGDOC-2-14-1-vol2-Radiation-Protection-Programs-eng.pdf.txt;vehicle rampage; by road or rail: any <B>vehicle</B> (2) for transport by water: any vessel, or any hold, compartment
Case1679;rd-364-e.pdf.txt;fire and explosion; of Transport........................................................................... 18 2.6.1 <B>Heat</B>
Case1680;REGDOC-2-11-1-Waste-Management-Volume-III-Safety-Case-Long-Term-Radioactive-Management-ver2-eng.pdf.txt;protection of minors; CNSC regulatory documents, such as REGDOC-2.9.1, Environmental <B>Protection</B>: Environmental Principles
Case1681;REGDOC-1-6-1-Licence-Application-Guide-Nuclear-substances-and-Radiation-Devices-version2-eng.pdf.txt;hazardous liquid emission; activity of up to 50 MBq ( 907) ? radioactive check sources (use type 919) ? <B>liquid</B> scintillation
Case1682;REGDOC-2-7-3-Radiation-Protection-Guidelines-for-Safe-Handling-of-Decedents.pdf.txt;privacy protection; Radiation <B>Protection</B> Radiation <B>Protection</B> Guidelines for Safe Handling of Decedents   REGDOC-2.7.3
Case1683;Pub1091_web.pdf;security measure;power supplies, as applicable
Case1684;REGDOC-1-1-5-Supplemental-Information-for-Small-Modular-Reactor-Proponents-eng.pdf.txt;suspicious object; recognizes the role of professional judgment, particularly in areas where no <B>objective</B> standards exist
Case1685;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;security regulations disregard; and Control Act and the Radiation Protection <B>Regulations</B>. This document supersedes S-106, Rev. 1, Technical
Case1686;REGDOC-3-2-1-Public-Information-and-Disclosure-eng.pdf.txt;affected safety systems; and Disclosure  Regulatory document REGDOC-3.2.1  © Canadian Nuclear <B>Safety</B> Commission (CNSC) 2018 Cat
Case1687;REGDOC-1-1-5-Supplemental-Information-for-Small-Modular-Reactor-Proponents-eng.pdf.txt;information channel blackout; be found on the CNSC?s website. Regulatory document REGDOC-1.1.5, Supplemental <B>Information</B> for Small
Case1688;REGDOC-2-3-3-Periodic-Safety-Reviews-eng.pdf.txt;safety at work;Operating Performance Periodic <B>Safety</B> Reviews   REGDOC-2.3.3                 April 2015   Operating
Case1689;REGDOC-2-13-2-version2-Import-and-Export-eng.pdf.txt;security regulations disregard;-proliferation Import and Export Control <B>Regulations</B> (NNIECR). The legislation relevant to the import
Case1690;REGDOC-2-13-2-version2-Import-and-Export-eng.pdf.txt;bomb explosion; of a nuclear weapon or nuclear <B>explosive</B> device.? 12. paragraph 21(1)(a) of the GNSCR, which provides
Case1691;REGDOC-2-10-1-Nuclear-Emergency-Preparedness-and-Response-v2-eng.pdf.txt;traffic accident; preparedness and response, while requirements for <B>accident</B> management are addressed in REGDOC-2.3.2
Case1692;REGDOC-2-5-4-Design-of-Uranium-Mines-and-Mills-Ventilation-Systems-eng.pdf.txt;parking vehicles;) construct, operate, decommission or abandon a nuclear-powered <B>vehicle</B> or bring a nuclear powered
Case1693;REGDOC-2-14-1-Information-Incorporated-by-Reference-in-Canada-Packaging-and-Transpor-of-Nuclear-Substances-Regulations-2015.pdf.txt;affected safety systems;. To request a copy of the document in English or French, please contact: Canadian Nuclear <B>Safety</B>
Case1694;REGDOC-1-6-1-Licence-Application-Guide-Nuclear-substances-and-Radiation-Devices-version2-eng.pdf.txt;weather incident; person is included, as well as the <B>designated</B> payment, if the application is subject to the Canadian
Case1695;REGDOC-1-1-5-Supplemental-Information-for-Small-Modular-Reactor-Proponents-eng.pdf.txt;water nearness;. environmental pathways (air, <B>water</B>, ground conditions, tailings) 3. type of operation (fuelling onsite
Case1696;REGDOC-3-6-Glossary-of-CNSC-Terminology-(update-of-August-2018).pdf.txt;excessive number of injuries; terms, as well as a small <B>number</B> of terms (not necessarily synonyms) that are more suitably defined
Case1697;REGDOC2-2-4-Fitness-for-Duty-Managing-Worker-Fatigue-eng.pdf.txt;weather incident; <B>failures</B>, initiating events, accident precursors, near misses or other mishaps, or unauthorized act
Case1698;REGDOC-2-9-1-Environmental-Principles-Assessments-and-Protection-Measures-eng.pdf.txt;sickness of few persons; and licensees and provides guidance for protecting the environment and the health of <B>persons</B>
Case1699;April-2013-REGDOC-2-12-2-Site-Access-Security-Clearance-eng.pdf.txt;protection of minors; security clearance (SASC) for authorized unescorted entry to a <B>protected</B> area at a high-security site
Case1700;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;safety at work; requires prior written permission from the Canadian Nuclear <B>Safety</B> Commission. Également publié en
Case1701;GD-52_Design_Guide_for_Nuclear_Substance_Laboratories_and_Nuclear_Medicine_Rooms.pdf.txt;weather incident; where nuclear substances are to be used and the number of <B>procedures</B>, as well as the typical
Case1702;Pub1270_web.pdf;security measure;ventilation
Case1703;RD-367-Design-of-Small-Reactor-Facilities_e.pdf.txt;low temperature; caused by severe accidents are kept as <B>low</B> as practicable.  Level 5 The objective of the fifth level
Case1704;G273_e.pdf.txt;burning vehicle;, <B>vehicle</B>, equipment or information (specify),including any time limits or restrictionsAddenda
Case1705;REGDOC-1-1-2-Licence-Application-Guide-Construct-Nuclear-Power-Plant-eng.pdf.txt;object throwing; ...................................................................................................... 77 Appendix A: Review <B>Objectives</B> for Construction Licence
Case1706;REGDOC-1-1-1-site-evaluation-and-site-preparation-eng.pdf.txt;participant threat; .................................................................................................... 82 D.4 Description of the site selection <B>threat</B> and risk assessment methodology
Case1707;REGDOC-3-3-1-Financial-Guarantees-for-Decomissioning-draft-eng.pdf.txt;weather incident; .................................................................... 5 5.3 Maintenance on a continuous <B>basis</B>
Case1708;REGDOC_2_1_1_Management_System.pdf.txt;protection of minors; obligations. This includes addressing the requirements of section 4 of the Radiation <B>Protection</B> Regulations
Case1709;RD-367-Design-of-Small-Reactor-Facilities_e.pdf.txt;privacy protection; the interfaces between reactor design and topics such as environmental <B>protection</B>, radiation <B>protection</B>
Case1710;Pub1091_web.pdf;security measure;manual fire fighting should be considered a complementary means of firefighting in support of the main lines of defence against fire provided by the automaticextinguishing systems
Case1711;REGDOC-3-5-4-Pre-Licensing-Review-eng.pdf.txt;intentional disturbance;.  The vendor is expected to demonstrate that the design <B>intent</B> meets the requirements of REGDOC
Case1712;REGDOC-1-6-1-Licence-Application-Guide-Nuclear-substances-and-Radiation-Devices-version2-eng.pdf.txt;low temperature; 3. Completing an Application for <B>Low</B>-Risk Uses of Nuclear Substances and Radiation Devices
Case1713;REGDOC-3-1-2-reporting-requirements-for-non-nuclear-power-reactor-eng.pdf.txt;sickness of many persons; that ?Every licensee and every prescribed <B>person</B> shall (b) make the prescribed reports and file them
Case1714;REGDOC-3-4-1-Guide-applicants-writing-CNSC-CMDs-eng.pdf.txt;external threat;, included a guide for writing CMDs. Many <B>external</B> stakeholders showed interest in receiving similar
Case1715;RD-367-Design-of-Small-Reactor-Facilities_e.pdf.txt;external threat; are provided to address design basis <B>threats</B> 6.3    Design policies, processes and procedures
Case1716;REGDOC-2-2-2-Personnel-Training-v2-ENG.pdf.txt;damage to person; with the principles of REGDOC-2.2.2A licensee identifies that <B>persons</B> shipping radioactive material must
Case1717;G121_EE.pdf.txt;information channel blackout; guidance or <B>information</B> to alert licensees and others about significant health, safety or compliance
Case1718;REGDOC-2-2-3-Initial-Certification-Examinations-eng.pdf.txt;damage to person; certification examinations that <B>persons</B> seeking initial certification by the Canadian Nuclear Safety
Case1719;Pub1126_scr.pdf;security measure;For several types of aircraft the probability of a crash at any given site may beequal to or greater than the DBPV. The plant should be protected against crashes ofaircraft of any type. General assurance is provided if the plant is protected against theaircraft crash that would be expected to produce the most severe consequences for theplant.
Case1720;REGDOC-2-11-1-vol2-Management-of-Uranium-Mine-Waste-eng.pdf.txt;excessive number of injuries; and <B>numbering</B> regulatory documents. This document has been published as part of the CNSC?s initiative
Case1721;REGDOC-2-4-1-Deterministic-Safety-Analysis-eng.pdf.txt;water damage; in arresting most AOOs and in preventing <B>damage</B> to all SSCs that are not involved in the initiation
Case1722;REGDOC-2-4-1-Deterministic-Safety-Analysis-eng.pdf.txt;weather incident; occurrences and <B>design</B>-<B>basis</B> <B>accidents</B> ........................ 17 4.3.3 <B>Beyond</B>-<B>design</B>-<B>basis</B> <B>accidents</B>
Case1723;REGDOC-2-5-2-Design-of-Reactor-Facilities-Nuclear-Power-Plants-eng.pdf.txt;weather incident; .................................................................... 27 7.3.3 <B>Design</B>-<B>basis</B> <B>accidents</B>
Case1724;REGDOC-3-6-Glossary-of-CNSC-Terminology-(update-of-August-2018).pdf.txt;security regulations disregard;. (Source: Nuclear <B>Security</B> <B>Regulations</B>) Note: Use Roman numerals for this term. Also note
Case1725;REGDOC-2-11-1-vol2-Management-of-Uranium-Mine-Waste-eng.pdf.txt;internal threat; and the maintenance of national security and measures required to implement <B>international</B> obligations to which Canada
Case1726;REGDOC-2-5-2-Design-of-Reactor-Facilities-Nuclear-Power-Plants-eng.pdf.txt;privacy protection; ......................................................................................................... 60 7.12.3 Environmental <B>protection</B> and nuclear
Case1727;REGDOC-1_2_1__Guidance_on_Deep_Geological_Repository_Site_Characterization.pdf.txt;security regulations disregard; Facilities <B>Regulations</B>. There is no regulatory process identified in this <B>regulation</B> for selecting a site
Case1728;REGDOC-1-5-1-application-guide-radiation-devices-eng.pdf.txt;fog machine; of their operation (such as doors and other radiation-enabling <B>machine</B> interlocks, source exposure
Case1729;REGDOC-2-10-1-Nuclear-Emergency-Preparedness-and-Response-v2-eng.pdf.txt;weather incident; authorities responsible for public safety ? abnormal <B>incident</B>: an abnormal occurrence at the nuclear
Case1730;G206_e.pdf.txt;fire and explosion;, diesel, propane, <B>heating</B>, etc.)   tanks, dikes, lines, pumps Contingency SITEWC EAN PWANDWRESTORATION
Case1731;G228_e.pdf.txt;damage to person; a lower action level is reached.Dose Action level  2 = The dose to <B>persons</B> when a designated action level
Case1732;G-313_e.pdf.txt;participant threat; scheduling include availability of training resources and the number of <B>participants</B> who will require
Case1733;RD-367-Design-of-Small-Reactor-Facilities_e.pdf.txt;safety systems blackout; ? demonstrate the effectiveness of the <B>safety</B> <B>systems</B> and <B>safety</B> support <B>systems</B> ? derive the OLCs
Case1734;REGDOC-2-4-2-Probabilistic-Safety-Assessment-NPP-eng.pdf.txt;religious intentional disturbance; or activity. An applicant or licensee may put forward a case to demonstrate that the <B>intent</B> of a requirement
Case1735;REGDOC-3-3-1-Financial-Guarantees-for-Decomissioning-draft-eng.pdf.txt;wastefulness;, and <B>waste</B> nuclear substances licenses.  7.2 Background The Nuclear Safety and Control Act (NSCA
Case1736;April-2013-REGDOC-2-12-2-Site-Access-Security-Clearance-eng.pdf.txt;compliance; at a regulated facility or activity and establishes the basis for the CNSC?s <B>compliance</B> program
Case1737;REGDOC-3-5-3-Regulatory-Fundamentals-eng.pdf.txt;safety at work; 1.0  August 2018 REGDOC-3.5.3, Regulatory Fundamentals   i Preface The Canadian Nuclear <B>Safety</B>
Case1738;REGDOC-3-5-4-Pre-Licensing-Review-eng.pdf.txt;self protection; ? Radiation <B>Protection</B> Regulations ? Nuclear Security Regulations ? CNSC regulatory documents: ? REGDOC
Case1739;REGDOC-2-10-1-Nuclear-Emergency-Preparedness-and-Response-v2-eng.pdf.txt;self protection; 2.2.5 Emergency personnel <B>protection</B>
Case1740;REGDOC-2-5-1-General-Design-Considerations-Human-Factors-eng.pdf.txt;affected safety systems; <B>system</B> 2.2 Human performance management 2.3 Operating performance 2.4 <B>Safety</B> analysis 2.5 Physical
Case1741;REGDOC-2-11-1-Waste-Management-Volume-III-Safety-Case-Long-Term-Radioactive-Management-ver2-eng.pdf.txt;intentional disturbance; the reliance on institutional controls as a safety feature to a few hundred years.  Any <B>intention</B> of relying
Case1742;REGDOC-2-11-1-Waste-Management-Volume-I-Management-of-Radioactive-Waste-eng.pdf.txt;high temperature; and exemption levels. Long-term waste management facilities for VLLW do not need a <B>high</B> degree
Case1743;REGDOC-2-10-1-Nuclear-Emergency-Preparedness-and-Response-v2-eng.pdf.txt;fire and explosion; or radiological emergency combined with a conventional emergency, such as an earthquake or forest <B>fire</B>
Case1744;REGDOC-1-1-5-Supplemental-Information-for-Small-Modular-Reactor-Proponents-eng.pdf.txt;weather incident; in accordance with the <B>Radiation</B> Protection Regulations. This program must ensure that contamination
Case1745;REGDOC-3-5-1-Licensing-Process-for-Class-I-Nuclear-Facilities-and-Uranium-Mines-and-Mills-v2-eng.pdf.txt;weather incident; applications. Regulatory documents form the <B>basis</B> for the assessment of licence applications
Case1746;G-313_e.pdf.txt;missing objects;-313  July 2006 10 7.3 Development of Training Material The complexity of the training <B>objectives</B>
Case1747;REGDOC-3-4-1-Guide-applicants-writing-CNSC-CMDs-eng.pdf.txt;weather incident; or a <B>designated</B> officer will determine the status of the document in accordance with section 12 of the Rules
Case1748;REGDOC-2-3-2-Accident-Management-v2-eng.pdf.txt;privacy protection; be influenced by the reactor thermal power and available <B>protective</B> systems. It may be possible
Case1749;rd-364-e.pdf.txt;affected safety systems; by the Canadian Nuclear <B>Safety</B> Commission  March 2009  Joint Canada-United States Guide
Case1750;RD-367-Design-of-Small-Reactor-Facilities_e.pdf.txt;safety systems blackout; management principles ? design of structures, <B>systems</B> and components ? <B>safety</B>, security and engineering
Case1751;REGDOC1-4-1-licence-application-guide-class-II-nuclear-facilities-eng.pdf.txt;information channel blackout; ................................................................................................6 PART A: General <B>Information</B>
Case1752;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;missing objects; <B>objective</B>, which is to limit the risk resulting from nuclear substances and associated facilities
Case1753;REGDOC-2-2-4-Fitness-for-Duty-Vol-II-Managing-Alcohol-and-Drug-Use-eng.pdf.txt;weather incident; to implement them, and the consequences of violating the policy and <B>procedures</B> ? knowledge
Case1754;REGDOC-2-5-2-Design-of-Reactor-Facilities-Nuclear-Power-Plants-eng.pdf.txt;hazardous emission; ............................................................................................... 33 7.4.1 Internal <B>hazards</B>
